Directorio;Secuencia_p;Orden;P6074;P756;P756S1;P756S3;P755;P755S1;P755S3;P754;P753;P753S1;P753S3;P752;P1662;Mes;Fex_c_2011
4071209;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1218,12704047799
4071209;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1218,12704047799
4071209;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1218,12704047799
4071210;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;06;953,06326242654
4071210;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;06;953,06326242654
4071210;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;06;953,06326242654
4071211;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;06;1230,17719050253
4071211;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;06;1230,17719050253
4071211;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1230,17719050253
4071211;1;4;2;2;5; ;2; ; ;1;2; ; ;1; ;06;1230,17719050253
4071211;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1230,17719050253
4071212;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;06;963,727118521171
4071212;1;2;2;2;76; ;2; ; ;1;2; ; ;1; ;06;963,727118521171
4071212;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;06;963,727118521171
4071212;1;4;2;2;5; ;2; ; ;1;2; ; ;1; ;06;963,727118521171
4071213;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;06;1317,58321965973
4071213;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;06;1317,58321965973
4071213;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1317,58321965973
4071213;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;06;1317,58321965973
4071213;1;5;1;1; ; ;1; ; ; ;1; ; ; ; ;06;1317,58321965973
4071213;1;6;1;1; ; ;1; ; ; ;1; ; ; ; ;06;1317,58321965973
4071214;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1114,55782117595
4071214;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1114,55782117595
4071214;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1114,55782117595
4071214;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1114,55782117595
4071215;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;06;1223,2701152904
4071215;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;06;1223,2701152904
4071215;1;3;2;2;23; ;3;23; ;1;3;23; ;1; ;06;1223,2701152904
4071216;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;06;1124,61660638304
4071216;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;06;1124,61660638304
4071217;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;06;1027,01221041361
4071217;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1027,01221041361
4071217;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1027,01221041361
4071218;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1031,92792080829
4071219;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;06;549,688212333612
4071219;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;06;549,688212333612
4071219;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;06;549,688212333612
4071219;1;4;2;2;5; ;2; ; ;1;2; ; ;1; ;06;549,688212333612
4071219;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;06;549,688212333612
4071219;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;06;549,688212333612
4071219;1;7;2;2;5; ;3;5; ;1;3;5; ;1; ;06;549,688212333612
4071220;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;06;947,910648491213
4071220;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;06;947,910648491213
4071220;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;06;947,910648491213
4071220;1;4;2;1; ; ;2; ; ;1;2; ; ;1; ;06;947,910648491213
4071221;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;06;729,990065575309
4071221;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;06;729,990065575309
4071221;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;06;729,990065575309
4071221;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;06;729,990065575309
4071221;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;06;729,990065575309
4071221;1;6;1;2;5; ;2; ; ;1;2; ; ;1; ;06;729,990065575309
4071221;1;7;1;1; ; ;1; ; ; ;2; ; ;1; ;06;729,990065575309
4071222;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;06;1051,47986779325
4071222;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;06;1051,47986779325
4071222;1;3;2;2;5; ;1; ; ; ;2; ; ;1; ;06;1051,47986779325
4071223;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;06;821,757465552218
4071223;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;06;821,757465552218
4071223;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;06;821,757465552218
4071224;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1207,45364526044
4071224;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1207,45364526044
4071224;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;06;1207,45364526044
4071225;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1225,03411569012
4071225;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;06;1225,03411569012
4071225;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;06;1225,03411569012
4071225;1;4;1;1; ; ;1; ; ; ;1; ; ; ; ;06;1225,03411569012
4071225;1;5;2;2;5; ;2; ; ;1;2; ; ;1; ;06;1225,03411569012
4071226;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;06;1290,42072662007
4071226;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;06;1290,42072662007
4071226;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1290,42072662007
4071226;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1290,42072662007
4071226;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1290,42072662007
4071227;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;06;1235,09290089721
4071227;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1235,09290089721
4071227;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;06;1235,09290089721
4071228;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;06;1174,80135729349
