Directorio;Secuencia_p;Orden;P6074;P756;P756S1;P756S3;P755;P755S1;P755S3;P754;P753;P753S1;P753S3;P752;P1662;Mes;Fex_c_2011
4139177;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;09;1130,93667857563
4139177;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1130,93667857563
4139177;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1130,93667857563
4139177;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1130,93667857563
4139178;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;09;931,8448956517
4139178;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;09;931,8448956517
4139178;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;09;931,8448956517
4139178;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;09;931,8448956517
4139179;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1231,53759535466
4139179;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1231,53759535466
4139179;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1231,53759535466
4139179;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1231,53759535466
4139179;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1231,53759535466
4139180;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;09;794,187979790464
4139180;1;2;2;2;5; ;3;66; ;1;2; ; ;1; ;09;794,187979790464
4139180;1;3;2;2;41; ;3;5; ;1;2; ; ;1; ;09;794,187979790464
4139180;1;4;2;2;41; ;3;66; ;1;2; ; ;1; ;09;794,187979790464
4139180;1;5;2;2;41; ;3;66; ;1;2; ; ;1; ;09;794,187979790464
4139181;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;09;954,080992867812
4139181;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;09;954,080992867812
4139182;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1027,70712290324
4139182;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1027,70712290324
4139182;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;09;1027,70712290324
4139183;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;09;2157,28733152745
4139183;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;09;2157,28733152745
4139184;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;09;2157,28733152745
4139184;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;09;2157,28733152745
4139185;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;09;896,723919772437
4139185;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;09;896,723919772437
4139185;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;09;896,723919772437
4139185;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;09;896,723919772437
4139185;1;5;2;2;23; ;3;23; ;1;3;23; ;1; ;09;896,723919772437
4139186;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;09;2112,20458254122
4139186;1;2;2;1; ; ;3;5; ;2;2; ; ;1; ;09;2112,20458254122
4139186;1;3;2;2;8; ;2; ; ;1;2; ; ;1; ;09;2112,20458254122
4139186;1;4;2;1; ; ;2; ; ;1;2; ; ;1; ;09;2112,20458254122
4139187;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;09;1014,82224424009
4139187;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;09;1014,82224424009
4139188;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;09;1014,82224424009
4139188;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1014,82224424009
4139189;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;09;2033,70636083572
4139189;1;2;2;2;17; ;2; ; ;1;2; ; ;1; ;09;2033,70636083572
4139189;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;09;2033,70636083572
4139190;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;09;1251,62930506565
4139190;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;09;1251,62930506565
4139190;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;09;1251,62930506565
4139190;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;09;1251,62930506565
4139190;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1251,62930506565
4139190;1;6;2;1; ; ;3;5; ;2;3;5; ;2;2;09;1251,62930506565
4139191;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;09;1065,06839926245
4139192;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;09;1016,75726744303
4139193;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;09;1154,81860140839
4139193;1;2;2;2;5; ;3;5; ;2;2; ; ;1; ;09;1154,81860140839
4139193;1;3;2;2;5; ;1; ; ; ;2; ; ;1; ;09;1154,81860140839
4139194;1;1;2;2;52; ;2; ; ;1;2; ; ;1; ;09;1663,290338249
4139194;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;09;1663,290338249
4139194;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1663,290338249
4139194;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1663,290338249
4139194;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1663,290338249
4139195;1;1;2;2;70; ;2; ; ;1;2; ; ;1; ;09;1041,49175370669
4139195;1;2;1;1; ; ;1; ; ; ;2; ; ;1; ;09;1041,49175370669
4139196;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;09;2206,14574950075
4139196;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;09;2206,14574950075
4139196;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;09;2206,14574950075
4139197;1;1;2;2;11; ;2; ; ;1;2; ; ;1; ;09;1618,01576331312
4139197;1;2;2;2;11; ;2; ; ;1;2; ; ;1; ;09;1618,01576331312
4139197;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1618,01576331312
4139197;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1618,01576331312
4139197;1;5;2;2;15; ;2; ; ;1;2; ; ;1; ;09;1618,01576331312
4139198;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;09;1016,75726744303
4139199;1;1;2;2;5; ;4; ;3; ;2; ; ;1; ;09;1077,9532779256
