DIRECTORIO;SECUENCIA_P;ORDEN;P6074;P6075;P6076;P6076S1;P6095;mes;fex_c_2011
3161063;1;3;1; ; ; ; ;03;76,2961458181252
3161063;1;4;2;1;2;25;1;03;76,2961458181252
3161064;1;1;1; ; ; ; ;03;116,166383882041
3161064;1;2;1; ; ; ; ;03;116,166383882041
3161064;1;3;1; ; ; ; ;03;116,166383882041
3161065;1;1;1; ; ; ; ;03;105,335224700029
3161066;1;1;1; ; ; ; ;03;73,3621628420962
3161066;1;2;2;6; ; ; ;03;73,3621628420962
3161067;1;1;2;6; ; ; ;03;130,517884846551
3161068;1;1;1; ; ; ; ;03;113,595082675476
3161068;1;2;1; ; ; ; ;03;113,595082675476
3161069;1;1;2;6; ; ; ;03;88,4908997804562
3161069;1;2;2;6; ; ; ;03;88,4908997804562
3161069;1;3;2;6; ; ; ;03;88,4908997804562
3161069;1;4;2;6; ; ; ;03;88,4908997804562
3161070;1;1;1; ; ; ; ;03;103,375131145275
3161070;1;2;1; ; ; ; ;03;103,375131145275
3161071;1;1;2;6; ; ; ;03;98,8437363839552
3161071;1;2;2;6; ; ; ;03;98,8437363839552
3161072;1;1;1; ; ; ; ;03;162,650259170283
3161072;1;2;1; ; ; ; ;03;162,650259170283
3161072;1;3;1; ; ; ; ;03;162,650259170283
3161073;1;1;1; ; ; ; ;03;135,517822861051
3161073;1;2;2;6; ; ; ;03;135,517822861051
3161073;1;3;2;1;2;05;1;03;135,517822861051
3161073;1;4;1; ; ; ; ;03;135,517822861051
3161073;1;5;1; ; ; ; ;03;135,517822861051
3161073;1;6;2;6; ; ; ;03;135,517822861051
3161074;1;1;2;6; ; ; ;03;98,544822988618
3161074;1;2;1; ; ; ; ;03;98,544822988618
3161075;1;1;1; ; ; ; ;03;2540,41391334941
3161076;1;1;2;6; ; ; ;03;2448,34949756338
3161077;1;1;1; ; ; ; ;03;159,283517164077
3161077;1;2;2;6; ; ; ;03;159,283517164077
3161077;1;4;2;6; ; ; ;03;159,283517164077
3161078;1;1;2;6; ; ; ;03;129,320318388272
3161078;1;2;2;6; ; ; ;03;129,320318388272
3161078;1;3;1; ; ; ; ;03;129,320318388272
3161078;2;1;1; ; ; ; ;03;129,320318388272
3161078;2;2;1; ; ; ; ;03;129,320318388272
3161079;1;1;1; ; ; ; ;03;472,505909747183
3161079;1;2;1; ; ; ; ;03;472,505909747183
3161080;1;1;2;6; ; ; ;03;548,670900267526
3161080;1;2;2;5;2;66;1;03;548,670900267526
3161080;1;4;2;6; ; ; ;03;548,670900267526
3161080;1;5;2;6; ; ; ;03;548,670900267526
3161081;1;1;2;4;2;76;1;03;164,310478768157
3161081;1;2;1; ; ; ; ;03;164,310478768157
3161081;1;3;1; ; ; ; ;03;164,310478768157
3161081;1;4;1; ; ; ; ;03;164,310478768157
3161082;1;1;2;4;2;66;1;03;117,52997866236
3161083;1;1;2;6; ; ; ;03;96,1075730819133
3161083;1;2;2;5;2;11;1;03;96,1075730819133
3161083;1;3;2;6; ; ; ;03;96,1075730819133
3161083;1;4;1; ; ; ; ;03;96,1075730819133
3161083;1;5;1; ; ; ; ;03;96,1075730819133
3161084;1;1;1; ; ; ; ;03;98,544822988618
3161084;1;2;2;6; ; ; ;03;98,544822988618
3161086;1;1;2;6; ; ; ;03;261,633596483776
3161087;1;1;1; ; ; ; ;03;287,216101957309
3161087;1;2;1; ; ; ; ;03;287,216101957309
3161088;1;1;1; ; ; ; ;03;129,516971835696
3161088;1;2;1; ; ; ; ;03;129,516971835696
3161088;1;3;1; ; ; ; ;03;129,516971835696
3161088;1;4;1; ; ; ; ;03;129,516971835696
3161089;1;1;1; ; ; ; ;03;344,613662315452
3161089;1;2;2;6; ; ; ;03;344,613662315452
3161089;1;3;2;6; ; ; ;03;344,613662315452
3161090;1;1;1; ; ; ; ;03;121,556027255586
3161090;1;2;1; ; ; ; ;03;121,556027255586
3161090;1;3;1; ; ; ; ;03;121,556027255586
3161092;1;1;2;6; ; ; ;03;130,517884846551
3161093;1;1;1; ; ; ; ;03;108,269207676058
3161093;1;2;2;6; ; ; ;03;108,269207676058
3161093;1;3;1; ; ; ; ;03;108,269207676058
3161094;1;1;2;1;2;66;1;03;181,167756817016
3161096;1;1;1; ; ; ; ;03;120,555114244731
3161096;1;2;1; ; ; ; ;03;120,555114244731
3161096;1;3;1; ; ; ; ;03;120,555114244731
3161096;1;4;1; ; ; ; ;03;120,555114244731
3161096;1;5;2;6; ; ; ;03;120,555114244731
3161096;1;6;2;1;2;76;1;03;120,555114244731
3161098;1;1;1; ; ; ; ;03;106,645766930783
3161098;1;2;2;6; ; ; ;03;106,645766930783
3161098;1;3;2;6; ; ; ;03;106,645766930783
3161099;1;1;1; ; ; ; ;03;102,641915092255
3161100;1;1;2;4;2;70;2;03;77,3683372591378
3161100;1;2;2;5;2;70;2;03;77,3683372591378
3161100;1;3;2;5;2;70;2;03;77,3683372591378
3161100;1;4;2;5;2;70;2;03;77,3683372591378
3161101;1;1;2;6; ; ; ;03;111,97299828246
3161102;1;1;1; ; ; ; ;03;101,408617096702
3161102;1;2;1; ; ; ; ;03;101,408617096702
3161103;1;1;2;6; ; ; ;03;97,6432727938356
3161103;1;2;2;6; ; ; ;03;97,6432727938356
3161103;1;3;1; ; ; ; ;03;97,6432727938356
3161103;1;4;1; ; ; ; ;03;97,6432727938356
3161103;1;5;1; ; ; ; ;03;97,6432727938356
3161103;1;6;1; ; ; ; ;03;97,6432727938356
3161103;1;7;2;6; ; ; ;03;97,6432727938356
3161103;1;8;2;6; ; ; ;03;97,6432727938356
3161104;1;1;2;6; ; ; ;03;76,2981602348959
3161104;1;2;2;6; ; ; ;03;76,2981602348959
3161104;1;3;1; ; ; ; ;03;76,2981602348959
3161104;1;4;2;6; ; ; ;03;76,2981602348959
3161104;1;5;1; ; ; ; ;03;76,2981602348959
3161105;1;1;2;6; ; ; ;03;101,044835486676
3161106;1;1;2;6; ; ; ;03;109,99004815468
3161106;1;2;1; ; ; ; ;03;109,99004815468
3161106;1;3;1; ; ; ; ;03;109,99004815468
3161106;1;4;1; ; ; ; ;03;109,99004815468
3161107;1;1;1; ; ; ; ;03;88,8088049162888
3161107;1;2;1; ; ; ; ;03;88,8088049162888
3161107;1;5;2;3;2;70;1;03;88,8088049162888
3161108;1;1;2;6; ; ; ;03;91,3911345339001
3161108;1;2;1; ; ; ; ;03;91,3911345339001
3161108;1;3;1; ; ; ; ;03;91,3911345339001
3161109;1;1;2;6; ; ; ;03;88,297291514205
3161109;1;2;1; ; ; ; ;03;88,297291514205
3161109;1;3;1; ; ; ; ;03;88,297291514205
3161109;1;4;1; ; ; ; ;03;88,297291514205
3161110;1;1;2;6; ; ; ;03;79,1669962808707
3161110;1;2;2;6; ; ; ;03;79,1669962808707
3161110;1;3;1; ; ; ; ;03;79,1669962808707
3161110;1;4;1; ; ; ; ;03;79,1669962808707
3161110;1;5;1; ; ; ; ;03;79,1669962808707
3161110;1;6;2;1;2;23;1;03;79,1669962808707
3161111;1;1;2;6; ; ; ;03;118,875552290117
3161111;1;2;1; ; ; ; ;03;118,875552290117
3161111;1;3;1; ; ; ; ;03;118,875552290117
3161111;1;4;1; ; ; ; ;03;118,875552290117
3161111;1;5;1; ; ; ; ;03;118,875552290117
3161111;1;6;1; ; ; ; ;03;118,875552290117
3161112;1;1;1; ; ; ; ;03;97,4007883686607
3161112;1;2;1; ; ; ; ;03;97,4007883686607
3161112;1;3;1; ; ; ; ;03;97,4007883686607
3161113;1;1;1; ; ; ; ;03;91,6481482429825
3161113;1;2;2;6; ; ; ;03;91,6481482429825
3161113;1;3;1; ; ; ; ;03;91,6481482429825
3161113;1;4;1; ; ; ; ;03;91,6481482429825
3161114;1;1;1; ; ; ; ;03;101,936944200289
3161114;1;2;2;1;2;20;1;03;101,936944200289
3161114;1;4;1; ; ; ; ;03;101,936944200289
3161114;1;5;1; ; ; ; ;03;101,936944200289
3161114;2;1;2;2;2;05;1;03;101,936944200289
3161115;1;1;1; ; ; ; ;03;79,0651497640727
3161115;1;2;1; ; ; ; ;03;79,0651497640727
3161115;1;3;2;6; ; ; ;03;79,0651497640727
3161115;1;4;2;6; ; ; ;03;79,0651497640727
3161115;1;5;2;6; ; ; ;03;79,0651497640727
3161115;1;6;2;6; ; ; ;03;79,0651497640727
3161115;1;7;2;6; ; ; ;03;79,0651497640727
3161115;1;8;2;1;2;13;1;03;79,0651497640727
3161116;1;1;1; ; ; ; ;03;94,0499316398831
3161116;1;2;1; ; ; ; ;03;94,0499316398831
3161116;1;3;1; ; ; ; ;03;94,0499316398831
3161117;1;1;1; ; ; ; ;03;103,207276118435
3161117;1;2;1; ; ; ; ;03;103,207276118435
3161117;1;3;1; ; ; ; ;03;103,207276118435
3161117;1;4;1; ; ; ; ;03;103,207276118435
3161117;1;5;1; ; ; ; ;03;103,207276118435
3161118;1;1;2;6; ; ; ;03;88,9314420241036
3161118;1;2;1; ; ; ; ;03;88,9314420241036
3161118;1;3;1; ; ; ; ;03;88,9314420241036
3161119;1;1;2;6; ; ; ;03;120,857201006624
3161119;1;2;2;3;2;23;1;03;120,857201006624
3161119;1;3;1; ; ; ; ;03;120,857201006624
3161119;1;4;1; ; ; ; ;03;120,857201006624
3161119;1;5;1; ; ; ; ;03;120,857201006624
3161120;1;1;1; ; ; ; ;03;202,373467632995
3161120;1;2;1; ; ; ; ;03;202,373467632995
3161121;1;1;1; ; ; ; ;03;413,529030424844
3161123;1;1;2;6; ; ; ;03;231,22221424062
3161123;1;2;1; ; ; ; ;03;231,22221424062
3161124;1;1;2;6; ; ; ;03;259,309836157716
3161124;1;2;2;6; ; ; ;03;259,309836157716
3161124;1;3;1; ; ; ; ;03;259,309836157716
3161126;1;1;2;6; ; ; ;03;215,688816874034
3161126;1;2;1; ; ; ; ;03;215,688816874034
3161127;1;1;2;1;2;11;1;03;227,931944929325
3161128;1;1;2;3;2;73;1;03;227,931944929325
3161129;1;1;1; ; ; ; ;03;240,618982459663
3161129;1;2;2;6; ; ; ;03;240,618982459663
3161129;1;3;1; ; ; ; ;03;240,618982459663
3161129;1;4;1; ; ; ; ;03;240,618982459663
3161130;1;1;2;6; ; ; ;03;200,321741794558
3161130;1;2;2;6; ; ; ;03;200,321741794558
3161130;1;3;2;6; ; ; ;03;200,321741794558
3161130;1;4;1; ; ; ; ;03;200,321741794558
3161131;1;1;1; ; ; ; ;03;462,44442848124
3161131;1;2;1; ; ; ; ;03;462,44442848124
3161133;1;1;2;6; ; ; ;03;231,22221424062
3161133;1;2;1; ; ; ; ;03;231,22221424062
3161134;1;1;2;6; ; ; ;03;271,812466933797
3161136;1;1;2;3;2;73;1;03;227,931944929325
3161137;1;1;2;6; ; ; ;03;227,931944929325
3161138;1;1;2;6; ; ; ;03;231,22221424062
3161138;1;2;1; ; ; ; ;03;231,22221424062
3161139;1;1;2;6; ; ; ;03;244,963388489559
3161139;1;2;2;6; ; ; ;03;244,963388489559
3161139;1;3;1; ; ; ; ;03;244,963388489559
3161140;1;1;1; ; ; ; ;03;239,598355048344
3161140;1;2;1; ; ; ; ;03;239,598355048344
3161140;1;3;1; ; ; ; ;03;239,598355048344
3161140;1;4;1; ; ; ; ;03;239,598355048344
3161140;1;6;2;1;2;73;2;03;239,598355048344
3161142;1;1;2;6; ; ; ;03;169,804185408142
3161142;1;2;1; ; ; ; ;03;169,804185408142
3161143;1;1;1; ; ; ; ;03;148,589139314221
3161143;1;2;1; ; ; ; ;03;148,589139314221
3161143;1;3;1; ; ; ; ;03;148,589139314221
3161143;1;4;2;1;2;73;1;03;148,589139314221
3161145;1;1;2;6; ; ; ;03;230,461089550091
3161145;1;2;1; ; ; ; ;03;230,461089550091
3161147;1;1;2;6; ; ; ;03;187,601194956938
3161148;1;1;2;6; ; ; ;03;187,601194956938
3161150;1;1;2;6; ; ; ;03;292,640243073098
3161150;1;2;2;6; ; ; ;03;292,640243073098
3161151;1;1;2;5;2;76;1;03;202,373467632995
3161152;1;1;2;4;2;73;2;03;134,847965065282
3161152;1;2;2;4;2;73;2;03;134,847965065282
3161152;1;3;2;4;2;73;2;03;134,847965065282
3161153;1;1;2;6; ; ; ;03;286,026107740167
3161153;1;2;1; ; ; ; ;03;286,026107740167
3161153;1;3;1; ; ; ; ;03;286,026107740167
3161154;1;1;1; ; ; ; ;03;326,356857712554
3161154;1;2;2;3;2;73;1;03;326,356857712554
3161154;1;3;2;3;2;73;1;03;326,356857712554
3161155;1;1;2;5;2;73;1;03;300,372555408324
3161155;1;2;2;5;2;73;1;03;300,372555408324
3161155;1;3;2;5;2;73;1;03;300,372555408324
3161156;1;1;2;6; ; ; ;03;165,413137828716
3161156;1;3;1; ; ; ; ;03;165,413137828716
3161157;1;1;2;6; ; ; ;03;243,171165371911
3161157;1;2;2;6; ; ; ;03;243,171165371911
3161157;1;3;2;1;2;11;1;03;243,171165371911
3161157;1;4;1; ; ; ; ;03;243,171165371911
3161159;1;1;2;6; ; ; ;03;231,22221424062
3161159;1;2;1; ; ; ; ;03;231,22221424062
3161160;1;1;1; ; ; ; ;03;244,202263799029
3161160;1;2;1; ; ; ; ;03;244,202263799029
3161160;1;3;1; ; ; ; ;03;244,202263799029
3161161;1;1;2;1;2;50;1;03;146,249817573232
3161161;1;2;2;2;2;50;1;03;146,249817573232
3161162;1;1;2;5;2;11;1;03;229,429991122972
3161162;1;2;2;4;2;11;1;03;229,429991122972
3161162;1;3;2;4;2;11;1;03;229,429991122972
3161163;1;1;1; ; ; ; ;03;241,673119178264
3161163;1;2;2;6; ; ; ;03;241,673119178264
3161168;1;1;1; ; ; ; ;03;313,508456238044
3161168;1;2;1; ; ; ; ;03;313,508456238044
3161168;1;3;1; ; ; ; ;03;313,508456238044
3161168;1;4;1; ; ; ; ;03;313,508456238044
3161168;1;5;1; ; ; ; ;03;313,508456238044
3161170;1;1;2;6; ; ; ;03;407,70320634192
3161170;1;2;1; ; ; ; ;03;407,70320634192
3161171;1;1;2;4;2;68;1;03;461,680318300589
3161172;1;1;2;6; ; ; ;03;391,817019813665
3161175;1;1;1; ; ; ; ;03;329,594361794992
3161175;1;2;1; ; ; ; ;03;329,594361794992
3161175;1;3;1; ; ; ; ;03;329,594361794992
3161175;1;4;1; ; ; ; ;03;329,594361794992
3161175;1;5;1; ; ; ; ;03;329,594361794992
3161176;1;1;1; ; ; ; ;03;220,136842763238
3161176;1;2;1; ; ; ; ;03;220,136842763238
3161176;1;3;1; ; ; ; ;03;220,136842763238
3161176;1;4;1; ; ; ; ;03;220,136842763238
3161176;2;1;1; ; ; ; ;03;220,136842763238
3161176;2;2;1; ; ; ; ;03;220,136842763238
3161177;1;1;1; ; ; ; ;03;483,086951074701
3161177;1;2;1; ; ; ; ;03;483,086951074701
3161178;1;1;2;2;2;11;1;03;472,703606626029
3161178;1;2;2;2;2;11;1;03;472,703606626029
3161178;1;3;2;2;2;11;1;03;472,703606626029
3161179;1;1;2;6; ; ; ;03;436,044700086456
3161179;1;2;2;6; ; ; ;03;436,044700086456
3161179;1;3;2;6; ; ; ;03;436,044700086456
3161179;1;4;2;6; ; ; ;03;436,044700086456
3161180;1;1;2;6; ; ; ;03;455,385401206934
3161180;1;2;2;6; ; ; ;03;455,385401206934
3161180;1;3;1; ; ; ; ;03;455,385401206934
3161181;1;1;2;6; ; ; ;03;1303,6109920629
3161181;1;2;2;6; ; ; ;03;1303,6109920629
3161182;1;1;2;6; ; ; ;03;1385,04095490177
3161183;1;1;1; ; ; ; ;03;482,99366306711
3161184;1;1;2;6; ; ; ;03;391,817019813665
3161185;1;1;2;6; ; ; ;03;482,99366306711
3161186;1;1;1; ; ; ; ;03;495,614125026016
3161186;1;2;2;6; ; ; ;03;495,614125026016
3161186;1;3;1; ; ; ; ;03;495,614125026016
3161188;1;1;2;6; ; ; ;03;319,083756440242
3161188;1;2;1; ; ; ; ;03;319,083756440242
3161188;1;3;1; ; ; ; ;03;319,083756440242
3161188;1;4;2;1;2;68;1;03;319,083756440242
3161188;1;5;2;1;2;68;1;03;319,083756440242
3161188;1;6;2;1;2;68;1;03;319,083756440242
3161188;1;7;2;1;2;68;1;03;319,083756440242
3161188;2;1;2;3;2;81;1;03;319,083756440242
3161189;1;1;2;3;2;68;2;03;509,362513165603
3161189;1;2;2;6; ; ; ;03;509,362513165603
3161190;1;1;1; ; ; ; ;03;200,241794938346
3161190;1;2;1; ; ; ; ;03;200,241794938346
3161190;1;3;1; ; ; ; ;03;200,241794938346
3161190;1;4;1; ; ; ; ;03;200,241794938346
3161191;1;1;2;6; ; ; ;03;124,398466533538
3161191;1;2;1; ; ; ; ;03;124,398466533538
3161192;1;1;1; ; ; ; ;03;196,720519136897
3161192;1;2;1; ; ; ; ;03;196,720519136897
3161193;1;1;2;6; ; ; ;03;205,490070747051
3161194;1;1;2;6; ; ; ;03;116,670430049551
3161196;1;1;2;6; ; ; ;03;116,670430049551
3161197;1;1;1; ; ; ; ;03;191,991390718276
3161197;1;2;1; ; ; ; ;03;191,991390718276
3161197;1;3;1; ; ; ; ;03;191,991390718276
3161197;1;4;1; ; ; ; ;03;191,991390718276
3161197;1;5;1; ; ; ; ;03;191,991390718276
3161197;1;7;1; ; ; ; ;03;191,991390718276
3161198;1;1;2;1;2;52;1;03;181,643841506146
3161199;1;1;2;2;2;73;1;03;175,563437724822
3161199;1;2;2;2;2;73;1;03;175,563437724822
3161200;1;1;1; ; ; ; ;03;236,022821345776
3161200;1;2;1; ; ; ; ;03;236,022821345776
3161200;1;3;1; ; ; ; ;03;236,022821345776
3161200;1;4;1; ; ; ; ;03;236,022821345776
3161201;1;1;1; ; ; ; ;03;143,98917199993
3161202;1;1;2;6; ; ; ;03;175,919127306629
3161202;1;2;1; ; ; ; ;03;175,919127306629
3161202;1;3;1; ; ; ; ;03;175,919127306629
3161203;1;1;1; ; ; ; ;03;197,536860812906
3161203;1;2;1; ; ; ; ;03;197,536860812906
3161203;1;3;1; ; ; ; ;03;197,536860812906
3161203;1;4;1; ; ; ; ;03;197,536860812906
3161203;1;5;1; ; ; ; ;03;197,536860812906
3161203;1;6;1; ; ; ; ;03;197,536860812906
3161204;1;1;1; ; ; ; ;03;205,490070747051
3161206;1;1;2;3;2;52;2;03;197,13372640849
3161206;1;2;2;3;2;05;1;03;197,13372640849
3161207;1;1;2;4;2;52;2;03;192,513758454359
3161207;1;2;2;4;2;52;2;03;192,513758454359
3161207;1;3;2;4;2;52;2;03;192,513758454359
3161207;1;4;2;4;2;52;2;03;192,513758454359
3161208;1;1;1; ; ; ; ;03;128,559671845854
3161208;1;2;1; ; ; ; ;03;128,559671845854
3161208;1;3;1; ; ; ; ;03;128,559671845854
3161208;1;4;1; ; ; ; ;03;128,559671845854
3161208;1;5;1; ; ; ; ;03;128,559671845854
3161208;1;6;2;6; ; ; ;03;128,559671845854
3161208;2;1;1; ; ; ; ;03;128,559671845854
3161208;2;2;2;4;1; ; ;03;128,559671845854
3161209;1;1;2;6; ; ; ;03;175,563437724822
3161209;1;2;1; ; ; ; ;03;175,563437724822
3161211;1;1;2;3;2;52;2;03;228,528748028495
3161211;1;2;1; ; ; ; ;03;228,528748028495
3161211;1;4;1; ; ; ; ;03;228,528748028495
3161211;1;5;1; ; ; ; ;03;228,528748028495
3161212;1;1;2;6; ; ; ;03;86,9579025110795
3161212;1;2;1; ; ; ; ;03;86,9579025110795
3161213;1;1;1; ; ; ; ;03;126,046099236201
3161213;1;2;2;6; ; ; ;03;126,046099236201
3161213;1;3;1; ; ; ; ;03;126,046099236201
3161213;1;4;2;6; ; ; ;03;126,046099236201
3161214;1;1;2;6; ; ; ;03;226,647152159126
3161215;1;1;2;6; ; ; ;03;205,490070747051
3161216;1;1;2;4;2;52;1;03;181,643841506146
3161217;1;1;1; ; ; ; ;03;116,670430049551
3161219;1;1;1; ; ; ; ;03;934,054680858206
3161219;1;2;1; ; ; ; ;03;934,054680858206
3161219;1;4;1; ; ; ; ;03;934,054680858206
3161219;1;5;1; ; ; ; ;03;934,054680858206
3161219;1;6;1; ; ; ; ;03;934,054680858206
3161219;2;1;2;6; ; ; ;03;934,054680858206
3161219;2;2;1; ; ; ; ;03;934,054680858206
3161219;2;3;1; ; ; ; ;03;934,054680858206
3161220;1;1;2;6; ; ; ;03;1754,23530674733
3161220;1;2;2;2;2;05;2;03;1754,23530674733
3161220;1;3;1; ; ; ; ;03;1754,23530674733
3161220;1;4;1; ; ; ; ;03;1754,23530674733
3161220;1;5;1; ; ; ; ;03;1754,23530674733
3161220;1;6;1; ; ; ; ;03;1754,23530674733
3161220;1;7;1; ; ; ; ;03;1754,23530674733
3161220;1;8;2;5;2;05;1;03;1754,23530674733
3161221;1;1;2;6; ; ; ;03;1067,56139008542
3161221;1;2;2;6; ; ; ;03;1067,56139008542
3161222;1;1;2;6; ; ; ;03;784,564055531073
3161222;1;2;2;6; ; ; ;03;784,564055531073
3161222;1;3;2;6; ; ; ;03;784,564055531073
3161222;1;4;2;6; ; ; ;03;784,564055531073
3161222;1;5;2;6; ; ; ;03;784,564055531073
3161222;1;6;2;6; ; ; ;03;784,564055531073
3161222;1;7;1; ; ; ; ;03;784,564055531073
3161223;1;1;2;6; ; ; ;03;1173,51411023631
3161223;1;2;2;6; ; ; ;03;1173,51411023631
3161223;1;3;1; ; ; ; ;03;1173,51411023631
3161223;1;4;1; ; ; ; ;03;1173,51411023631
3161223;1;5;1; ; ; ; ;03;1173,51411023631
3161223;1;6;2;2;2;05;1;03;1173,51411023631
3161224;1;1;2;6; ; ; ;03;984,163204333966
3161224;1;2;2;4;2;85;1;03;984,163204333966
3161224;1;3;1; ; ; ; ;03;984,163204333966
3161225;1;1;2;2;2;05;2;03;1022,75805624304
3161225;1;2;2;2;2;05;2;03;1022,75805624304
3161225;1;3;2;2;2;05;2;03;1022,75805624304
3161226;1;1;2;1;2;05;1;03;1057,99501190629
3161226;1;2;2;1;2;05;1;03;1057,99501190629
3161226;1;3;2;1;2;05;1;03;1057,99501190629
3161226;1;4;2;1;2;05;1;03;1057,99501190629
3161227;1;1;1; ; ; ; ;03;1045,16818502293
3161227;1;2;1; ; ; ; ;03;1045,16818502293
3161227;1;3;1; ; ; ; ;03;1045,16818502293
3161228;1;1;2;6; ; ; ;03;934,636069259251
3161229;1;1;2;6; ; ; ;03;1096,60678753275
3161229;1;2;1; ; ; ; ;03;1096,60678753275
3161229;1;3;1; ; ; ; ;03;1096,60678753275
3161229;1;4;1; ; ; ; ;03;1096,60678753275
3161230;1;1;2;6; ; ; ;03;804,481236702892
3161230;1;2;2;6; ; ; ;03;804,481236702892
3161230;1;3;1; ; ; ; ;03;804,481236702892
3161230;2;1;2;6; ; ; ;03;804,481236702892
3161230;2;2;1; ; ; ; ;03;804,481236702892
3161230;2;3;1; ; ; ; ;03;804,481236702892
3161230;3;1;2;6; ; ; ;03;804,481236702892
3161230;3;2;1; ; ; ; ;03;804,481236702892
3161230;3;3;1; ; ; ; ;03;804,481236702892
3161230;4;1;1; ; ; ; ;03;804,481236702892
3161230;4;2;1; ; ; ; ;03;804,481236702892
3161231;1;1;2;5;2;05;1;03;1343,87403844841
3161231;1;2;2;6; ; ; ;03;1343,87403844841
3161231;1;3;2;5;2;05;1;03;1343,87403844841
3161231;1;4;2;5;2;05;1;03;1343,87403844841
3161231;1;5;2;5;2;05;1;03;1343,87403844841
3161231;1;6;2;5;2;05;1;03;1343,87403844841
3161232;1;1;2;6; ; ; ;03;928,162129928749
3161232;1;2;2;6; ; ; ;03;928,162129928749
3161232;1;3;1; ; ; ; ;03;928,162129928749
3161232;1;4;2;6; ; ; ;03;928,162129928749
3161233;1;1;2;2;2;05;1;03;910,978374529702
3161233;1;2;2;6; ; ; ;03;910,978374529702
3161233;1;3;2;6; ; ; ;03;910,978374529702
3161233;1;5;2;1;2;05;1;03;910,978374529702
3161234;1;1;2;6; ; ; ;03;1001,99393750107
3161234;1;2;2;6; ; ; ;03;1001,99393750107
3161234;1;3;1; ; ; ; ;03;1001,99393750107
3161234;1;4;1; ; ; ; ;03;1001,99393750107
3161235;1;1;2;4;2;11;1;03;1224,66939263247
3161235;1;2;1; ; ; ; ;03;1224,66939263247
3161235;1;3;2;6; ; ; ;03;1224,66939263247
3161235;1;4;1; ; ; ; ;03;1224,66939263247
3161235;1;5;1; ; ; ; ;03;1224,66939263247
3161237;1;1;1; ; ; ; ;03;1128,93324349103
3161237;1;2;1; ; ; ; ;03;1128,93324349103
3161237;1;3;1; ; ; ; ;03;1128,93324349103
3161237;1;6;1; ; ; ; ;03;1128,93324349103
3161237;1;8;1; ; ; ; ;03;1128,93324349103
3161240;1;1;1; ; ; ; ;03;1383,45099890995
3161240;1;2;1; ; ; ; ;03;1383,45099890995
3161240;1;3;1; ; ; ; ;03;1383,45099890995
3161240;1;4;1; ; ; ; ;03;1383,45099890995
3161241;1;1;1; ; ; ; ;03;1057,99501190629
3161241;1;2;1; ; ; ; ;03;1057,99501190629
3161241;1;3;1; ; ; ; ;03;1057,99501190629
3161243;1;1;1; ; ; ; ;03;850,131508115423
3161243;1;2;1; ; ; ; ;03;850,131508115423
3161243;1;3;1; ; ; ; ;03;850,131508115423
3161243;1;4;1; ; ; ; ;03;850,131508115423
3161243;1;5;1; ; ; ; ;03;850,131508115423
3161256;1;1;1; ; ; ; ;03;89,139529821504
3161256;1;2;1; ; ; ; ;03;89,139529821504
3161256;1;3;1; ; ; ; ;03;89,139529821504
3161256;1;4;1; ; ; ; ;03;89,139529821504
3161256;1;5;1; ; ; ; ;03;89,139529821504
3161256;1;6;2;6; ; ; ;03;89,139529821504
3161257;1;1;2;3;2;52;1;03;140,416796243533
3161257;1;2;2;4;2;52;1;03;140,416796243533
3161258;1;1;2;3;2;11;1;03;170,746554475907
3161259;1;1;2;6; ; ; ;03;204,888242799983
3161262;1;1;2;6; ; ; ;03;153,240120983208
3161262;1;2;1; ; ; ; ;03;153,240120983208
3161263;1;1;1; ; ; ; ;03;183,733097096479
3161264;1;1;1; ; ; ; ;03;170,746554475907
3161266;1;1;2;6; ; ; ;03;191,135864835887
3161266;1;2;1; ; ; ; ;03;191,135864835887
3161268;1;1;1; ; ; ; ;03;214,187469626194
3161268;1;2;1; ; ; ; ;03;214,187469626194
3161268;1;3;1; ; ; ; ;03;214,187469626194
3161268;1;4;1; ; ; ; ;03;214,187469626194
3161269;1;1;1; ; ; ; ;03;160,969103312244
3161269;1;2;2;5;2;17;2;03;160,969103312244
3161270;1;1;2;1;2;17;1;03;155,515065858772
3161273;1;1;2;6; ; ; ;03;110,120297292197
3161273;1;2;2;6; ; ; ;03;110,120297292197
3161273;1;3;1; ; ; ; ;03;110,120297292197
3161273;1;4;1; ; ; ; ;03;110,120297292197
3161274;1;1;2;6; ; ; ;03;100,72082050511
3161274;1;2;2;6; ; ; ;03;100,72082050511
3161274;1;3;2;6; ; ; ;03;100,72082050511
3161274;1;4;2;6; ; ; ;03;100,72082050511
3161274;1;5;2;6; ; ; ;03;100,72082050511
3161275;1;1;1; ; ; ; ;03;128,56087736624
3161275;1;2;1; ; ; ; ;03;128,56087736624
3161275;1;3;1; ; ; ; ;03;128,56087736624
3161275;1;4;1; ; ; ; ;03;128,56087736624
3161275;1;5;1; ; ; ; ;03;128,56087736624
3161276;1;1;2;6; ; ; ;03;170,746554475907
3161277;1;1;2;6; ; ; ;03;145,883160985246
3161277;1;2;1; ; ; ; ;03;145,883160985246
3161277;1;3;1; ; ; ; ;03;145,883160985246
3161277;1;4;2;1;2;54;1;03;145,883160985246
3161277;1;5;2;1;2;17;1;03;145,883160985246
3161278;1;1;2;5;2;17;1;03;170,746554475907
3161279;1;1;1; ; ; ; ;03;200,238614500163
3161279;1;2;1; ; ; ; ;03;200,238614500163
