DIRECTORIO;SECUENCIA_P;ORDEN;P6074;P6075;P6076;P6076S1;P6095;mes;fex_c_2011
3118053;1;1;2;6; ; ; ;01;121,257076383113
3118054;1;1;1; ; ; ; ;01;128,58375964499
3118054;1;2;1; ; ; ; ;01;128,58375964499
3118055;1;1;1; ; ; ; ;01;123,063092963039
3118055;1;2;1; ; ; ; ;01;123,063092963039
3118055;1;3;2;1;1; ; ;01;123,063092963039
3118055;1;4;2;6; ; ; ;01;123,063092963039
3118055;1;5;2;6; ; ; ;01;123,063092963039
3118055;1;6;2;6; ; ; ;01;123,063092963039
3118056;1;1;1; ; ; ; ;01;168,082018398756
3118056;1;2;1; ; ; ; ;01;168,082018398756
3118056;1;3;1; ; ; ; ;01;168,082018398756
3118057;1;1;2;6; ; ; ;01;87,6469665961864
3118057;1;2;2;2;2;11;1;01;87,6469665961864
3118058;1;1;2;6; ; ; ;01;121,257076383113
3118059;1;1;2;6; ; ; ;01;162,120501385125
3118060;1;1;1; ; ; ; ;01;136,218737802618
3118060;1;2;2;6; ; ; ;01;136,218737802618
3118061;1;1;2;6; ; ; ;01;120,581176437903
3118061;1;2;1; ; ; ; ;01;120,581176437903
3118061;1;3;1; ; ; ; ;01;120,581176437903
3118062;1;1;1; ; ; ; ;01;157,670983400353
3118063;1;1;2;2;2;63;1;01;109,259314645331
3118063;1;2;2;3;2;63;1;01;109,259314645331
3118063;1;3;2;2;2;63;1;01;109,259314645331
3118063;1;5;2;3;2;63;1;01;109,259314645331
3118063;1;7;1; ; ; ; ;01;109,259314645331
3118064;1;1;1; ; ; ; ;01;122,69570736518
3118064;1;2;1; ; ; ; ;01;122,69570736518
3118065;1;1;2;6; ; ; ;01;181,531680789403
3118065;1;2;1; ; ; ; ;01;181,531680789403
3118066;1;1;2;6; ; ; ;01;173,432977405151
3118066;1;2;2;6; ; ; ;01;173,432977405151
3118066;1;3;1; ; ; ; ;01;173,432977405151
3118066;1;4;1; ; ; ; ;01;173,432977405151
3118067;1;1;2;6; ; ; ;01;144,551507040417
3118067;1;2;2;5;2;63;1;01;144,551507040417
3118067;1;3;2;5;2;63;1;01;144,551507040417
3118067;1;4;2;5;2;63;1;01;144,551507040417
3118067;1;5;2;5;2;63;1;01;144,551507040417
3118067;1;6;2;5;2;63;2;01;144,551507040417
3118068;1;1;2;6; ; ; ;01;136,218737802618
3118068;1;2;2;6; ; ; ;01;136,218737802618
3118069;1;1;2;2;2;13;1;01;107,734045945674
3118070;1;1;2;2;2;05;1;01;182,970215084441
3118070;1;2;1; ; ; ; ;01;182,970215084441
3118071;1;1;2;6; ; ; ;01;168,082018398756
3118071;1;2;2;6; ; ; ;01;168,082018398756
3118071;1;3;1; ; ; ; ;01;168,082018398756
3118072;1;1;2;6; ; ; ;01;136,218737802618
3118072;1;2;2;6; ; ; ;01;136,218737802618
3118073;1;1;2;6; ; ; ;01;197,726123113319
3118073;1;2;2;4;2;23;2;01;197,726123113319
3118073;1;3;2;4;2;23;2;01;197,726123113319
3118073;1;4;2;4;2;23;2;01;197,726123113319
3118074;1;1;2;6; ; ; ;01;157,670983400353
3118075;1;1;1; ; ; ; ;01;143,788872690589
3118075;1;2;2;6; ; ; ;01;143,788872690589
3118075;1;3;1; ; ; ; ;01;143,788872690589
3118076;1;1;2;6; ; ; ;01;182,970215084441
3118076;1;2;1; ; ; ; ;01;182,970215084441
3118077;1;1;2;6; ; ; ;01;121,257076383113
3118078;1;1;2;3;2;76;1;01;123,701793341101
3118078;1;2;2;3;2;76;1;01;123,701793341101
3118078;1;3;2;3;2;76;1;01;123,701793341101
3118078;1;4;2;3;2;76;1;01;123,701793341101
3118079;1;1;2;1;1; ; ;01;108,813596655416
3118079;1;2;2;1;1; ; ;01;108,813596655416
3118079;1;3;1; ; ; ; ;01;108,813596655416
3118079;1;4;1; ; ; ; ;01;108,813596655416
3118080;1;1;1; ; ; ; ;01;180,2026830208
3118080;1;2;1; ; ; ; ;01;180,2026830208
3118081;1;1;1; ; ; ; ;01;119,216010189656
3118081;1;2;2;6; ; ; ;01;119,216010189656
3118081;1;3;2;1;2;63;1;01;119,216010189656
3118082;1;1;2;1;2;11;1;01;223,304572921856
3118082;1;2;2;1;2;11;1;01;223,304572921856
3118082;1;3;2;1;2;11;1;01;223,304572921856
3118082;1;4;2;1;2;11;1;01;223,304572921856
3118082;1;6;2;1;2;76;1;01;223,304572921856
3118082;1;7;2;1;2;11;1;01;223,304572921856
3118083;1;1;1; ; ; ; ;01;136,218737802618
3118083;1;2;2;6; ; ; ;01;136,218737802618
