directorio;secuencia_p;orden;p6074;p756;p756s1;p756s3;p755;p755s1;p755s3;p754;p753;p753s1;p753s3;p752;p751;mes;fex_c_2011
3289435;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;09;158,024428409838
3289435;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;09;158,024428409838
3289435;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;09;158,024428409838
3289435;1;4;2;1; ; ;2; ; ;1;2; ; ;1; ;09;158,024428409838
3289435;1;5;2;1; ; ;2; ; ;1;2; ; ;1; ;09;158,024428409838
3289436;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;09;187,583072479539
3289436;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;09;187,583072479539
3289437;1;1;2;2;52; ;2; ; ;1;2; ; ;1; ;09;185,279147955317
3289437;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;09;185,279147955317
3289437;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;09;185,279147955317
3289438;1;1;2;2;23; ;3;11; ;2;2; ; ;1; ;09;197,78106825339
3289439;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;09;176,338516626234
3289439;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;09;176,338516626234
3289439;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;09;176,338516626234
3289439;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;09;176,338516626234
3289440;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;09;110,999044176024
3289440;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;09;110,999044176024
3289440;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;09;110,999044176024
3289441;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;09;156,322329095424
3289442;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;09;124,231250655698
3289442;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;09;124,231250655698
3289442;1;3;2;2;17; ;4; ;7; ;2; ; ;1; ;09;124,231250655698
3289444;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;09;146,124333321572
3289444;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;09;146,124333321572
3289445;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;09;129,515581945384
3289445;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;09;129,515581945384
3289445;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;09;129,515581945384
3289445;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;09;129,515581945384
3289446;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;09;169,219854086091
3289446;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;09;169,219854086091
3289446;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;09;169,219854086091
3289446;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;09;169,219854086091
3289447;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;09;134,429246429549
3289447;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;09;134,429246429549
3289448;1;1;2;2;66; ;2; ; ;1;2; ; ;1; ;09;199,919479612393
3289448;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;09;199,919479612393
3289448;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;09;199,919479612393
3289448;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;09;199,919479612393
3289448;1;5;2;2;17; ;2; ; ;1;2; ; ;1; ;09;199,919479612393
3289449;1;1;2;2;17; ;3;17; ;1;2; ; ;1; ;09;208,478725243011
3289451;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;09;117,086959588064
3289451;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;09;117,086959588064
3289451;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;09;117,086959588064
3289453;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;09;203,296024508907
3289453;1;2;2;2;63; ;2; ; ;1;2; ; ;1; ;09;203,296024508907
3289453;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;09;203,296024508907
3289456;1;1;2;2;52; ;2; ; ;1;2; ; ;1; ;09;216,29760602275
3289456;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;09;216,29760602275
3289457;1;1;2;2;73; ;3;73; ;1;3;73; ;1; ;09;197,78106825339
3289458;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;09;107,964833470201
3289458;1;2;2;2;76; ;3;76; ;1;2; ; ;1; ;09;107,964833470201
3289459;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;09;114,528908448451
3289459;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;09;114,528908448451
3289459;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;09;114,528908448451
3289459;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;09;114,528908448451
3289460;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;09;127,761114928125
3289460;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;09;127,761114928125
3289460;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;09;127,761114928125
3289460;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;09;127,761114928125
3289462;1;1;2;2;52; ;2; ; ;1;2; ; ;1; ;09;224,465387285626
3289462;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;09;224,465387285626
3289464;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;09;162,886404073673
3289464;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;09;162,886404073673
3289464;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;09;162,886404073673
3289465;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;09;165,213830247455
3289468;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;09;156,322329095424
3289469;1;1;2;2;41; ;2; ; ;1;2; ; ;1; ;09;173,353436097463
3289469;1;2;2;2;41; ;3;41; ;1;3;41; ;1; ;09;173,353436097463
3289470;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;09;249,041486865768
3289470;1;2;2;2;73; ;2; ; ;1;2; ; ;1; ;09;249,041486865768
3289470;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;09;249,041486865768
3289470;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;09;249,041486865768
3289470;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;09;249,041486865768
3289471;1;1;2;2;63; ;2; ; ;1;2; ; ;1; ;09;358,732173644915
3289471;1;2;2;2;66; ;3;73; ;2;2; ; ;1; ;09;358,732173644915
3289471;1;3;2;2;73; ;3;11; ;1;2; ; ;1; ;09;358,732173644915
3289471;1;4;2;2;73; ;3;73; ;1;2; ; ;1; ;09;358,732173644915
3289471;1;5;2;2;63; ;3;63; ;1;2; ; ;1; ;09;358,732173644915
3289471;1;6;2;2;73; ;2; ; ;1;2; ; ;1; ;09;358,732173644915
3289473;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;09;221,028201890647
3289473;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;09;221,028201890647
3289473;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;09;221,028201890647
3289473;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;09;221,028201890647
3289473;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;09;221,028201890647
3289475;1;1;2;2;73; ;3;11; ;1;2; ; ;1; ;09;295,373736483162
3289475;1;2;2;2;20; ;3;11; ;1;2; ; ;1; ;09;295,373736483162
3289475;1;3;2;2;11; ;3;11; ;1;2; ; ;1; ;09;295,373736483162
