directorio;secuencia_p;orden;p6074;p756;p756s1;p756s3;p755;p755s1;p755s3;p754;p753;p753s1;p753s3;p752;p751;mes;fex_c_2011
3617989;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;12;66,2835020372684
3617989;1;2;2;2;18; ;2; ; ;1;2; ; ;1; ;12;66,2835020372684
3617989;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;12;66,2835020372684
3617989;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;12;66,2835020372684
3617989;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;12;66,2835020372684
3617989;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ;12;66,2835020372684
3617990;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;12;100,388032736586
3617990;1;2;2;2;18; ;2; ; ;1;2; ; ;1; ;12;100,388032736586
3617990;1;3;2;1; ; ;3;11; ;1;2; ; ;1; ;12;100,388032736586
3617990;1;4;2;2;18; ;3;11; ;1;3;11; ;1; ;12;100,388032736586
3617990;1;5;2;2;11; ;1; ; ; ;3;11; ;1; ;12;100,388032736586
3617991;1;1;2;2;41; ;2; ; ;1;2; ; ;1; ;12;159,188597589728
3617991;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;12;159,188597589728
3617991;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;12;159,188597589728
3617992;1;1;2;2;41; ;3;18; ;2;2; ; ;1; ;12;258,234466988655
3617992;1;2;2;2;18; ;2; ; ;2;2; ; ;1; ;12;258,234466988655
3617992;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;12;258,234466988655
3617992;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;12;258,234466988655
3617993;1;1;2;2;18; ;3;18; ;1;3;18; ;1; ;12;223,025777818021
3617993;1;2;2;2;18; ;3;18; ;1;3;18; ;1; ;12;223,025777818021
3617993;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;12;223,025777818021
3617994;1;1;2;2;41; ;2; ; ;1;2; ; ;1; ;12;211,135635585587
3617994;1;2;2;2;41; ;3;18; ;2;2; ; ;1; ;12;211,135635585587
3617994;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;12;211,135635585587
3617994;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;12;211,135635585587
3617994;1;5;2;1; ; ;3;18; ;2;3;18; ;2;4;12;211,135635585587
3617994;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ;12;211,135635585587
3617995;1;1;2;2;18; ;2; ; ;1;2; ; ;1; ;12;165,109796811762
3617995;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;12;165,109796811762
3617995;1;3;2;2;54; ;2; ; ;1;2; ; ;1; ;12;165,109796811762
3617995;1;4;2;2;54; ;2; ; ;1;2; ; ;1; ;12;165,109796811762
3617995;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;12;165,109796811762
3617995;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ;12;165,109796811762
3617995;1;7;1; ; ; ; ; ; ; ; ; ; ; ; ;12;165,109796811762
3617996;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;12;148,436020333275
