Directorio;Secuencia_p;Orden;P6074;P756;P756S1;P756S3;P755;P755S1;P755S3;P754;P753;P753S1;P753S3;P752;P1662;Mes;Fex_c_2011
4780120;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;12;2634,17855173381
4780122;1;1;2;1; ; ;2; ; ;2;2; ; ;1; ;12;2771,7534974248
4780122;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;12;2771,7534974248
4780122;1;3;2;1; ; ;2; ; ;2;2; ; ;1; ;12;2771,7534974248
4780123;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;12;2421,54861797052
4780123;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;12;2421,54861797052
4780123;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;12;2421,54861797052
4780123;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;12;2421,54861797052
4780124;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;12;3240,96809885861
4780124;1;2;1;2;76; ;2; ; ;1;2; ; ;1; ;12;3240,96809885861
4780124;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;12;3240,96809885861
4780125;1;1;2;1; ; ;4; ;11; ;2; ; ;1; ;12;3775,21774988441
4780125;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;12;3775,21774988441
4780125;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;12;3775,21774988441
4780125;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;12;3775,21774988441
4780125;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;12;3775,21774988441
4780126;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;12;4178,18954855374
4780126;1;2;2;2;76; ;2; ; ;1;2; ; ;1; ;12;4178,18954855374
4780126;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;12;4178,18954855374
4780126;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;12;4178,18954855374
4780126;1;5;1;1; ; ;1; ; ; ;2; ; ;1; ;12;4178,18954855374
4780126;1;6;1;1; ; ;1; ; ; ;1; ; ; ; ;12;4178,18954855374
4780127;1;1;1;2;52; ;2; ; ;1;2; ; ;1; ;12;2950,04259375652
4780127;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;12;2950,04259375652
4780127;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;12;2950,04259375652
4780128;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;12;2950,04259375652
4780128;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;12;2950,04259375652
4780128;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;12;2950,04259375652
4780129;1;1;2;2;19; ;2; ; ;1;2; ; ;1; ;12;3660,53090380024
4780129;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;12;3660,53090380024
4780129;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;12;3660,53090380024
4780129;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;12;3660,53090380024
4780129;1;5;1;2;76; ;2; ; ;1;2; ; ;1; ;12;3660,53090380024
4780131;1;1;2;2;19; ;2; ; ;1;2; ; ;1; ;12;2431,10390179135
4780131;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;12;2431,10390179135
4780133;1;1;1;2;52; ;2; ; ;1;2; ; ;1; ;12;2487,79142073501
4780133;1;2;2;2;19; ;2; ; ;1;2; ; ;1; ;12;2487,79142073501
4780133;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;12;2487,79142073501
4780137;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;12;3263,31478037071
4780137;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;12;3263,31478037071
4780137;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;12;3263,31478037071
4780137;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;12;3263,31478037071
4780137;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;12;3263,31478037071
4780137;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;12;3263,31478037071
4780137;1;7;1;1; ; ;1; ; ; ;2; ; ;1; ;12;3263,31478037071
4780138;1;1;1;2;76; ;2; ; ;1;2; ; ;1; ;12;3009,37066521711
4780138;1;2;2;2;19; ;2; ; ;1;2; ; ;1; ;12;3009,37066521711
4780138;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;12;3009,37066521711
4780139;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;12;2398,04311157146
4780139;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;12;2398,04311157146
4780139;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;12;2398,04311157146
4780139;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;12;2398,04311157146
4780139;1;5;1;2;52; ;2; ; ;1;2; ; ;1; ;12;2398,04311157146
